Координаты: (405.0, 259.0); Яркость: 9787; Размер: 48; Тип: звезда
Координаты: (68.0, 251.0); Яркость: 1020; Размер: 4; Тип: звезда
Координаты: (22.0, 249.5); Яркость: 9393; Размер: 42; Тип: звезда
Координаты: (170.0, 241.5); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (463.5, 231.5); Яркость: 49719; Размер: 315; Тип: звезда
Координаты: (32.5, 211.5); Яркость: 5282; Размер: 25; Тип: звезда
Координаты: (173.5, 162.0); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (56.0, 161.0); Яркость: 4039; Размер: 16; Тип: звезда
Координаты: (1.0, 154.5); Яркость: 1367; Размер: 6; Тип: звезда
Координаты: (210.5, 159.5); Яркость: 33811; Размер: 195; Тип: звезда
Координаты: (416.0, 138.5); Яркость: 1414; Размер: 6; Тип: звезда
Координаты: (477.5, 133.0); Яркость: 12073; Размер: 56; Тип: звезда
Координаты: (61.5, 124.0); Яркость: 12197; Размер: 56; Тип: звезда
Координаты: (442.5, 86.0); Яркость: 87314; Размер: 476; Тип: звезда
Координаты: (223.0, 65.5); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (275.0, 65.5); Яркость: 3053; Размер: 12; Тип: звезда
Координаты: (77.0, 64.0); Яркость: 3683; Размер: 16; Тип: звезда
Координаты: (400.0, 44.0); Яркость: 5450; Размер: 24; Тип: звезда
Координаты: (441.5, 31.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (153.0, 12.0); Яркость: 3707; Размер: 16; Тип: звезда
Координаты: (295.0, 12.5); Яркость: 18668; Размер: 90; Тип: звезда
