Координаты: (225.0, 266.0); Яркость: 12194; Размер: 60; Тип: звезда
Координаты: (277.5, 256.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (401.0, 257.0); Яркость: 1999; Размер: 8; Тип: звезда
Координаты: (222.5, 204.0); Яркость: 460452; Размер: 2820; Тип: звезда
Координаты: (135.0, 179.5); Яркость: 26392; Размер: 132; Тип: звезда
Координаты: (178.0, 190.0); Яркость: 229977; Размер: 1496; Тип: звезда
Координаты: (88.5, 168.0); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (0.5, 133.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (467.0, 116.5); Яркость: 7065; Размер: 30; Тип: звезда
Координаты: (306.5, 109.5); Яркость: 246; Размер: 1; Тип: звезда
Координаты: (141.0, 72.5); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (391.5, 40.5); Яркость: 214; Размер: 1; Тип: звезда
Координаты: (384.0, 52.5); Яркость: 332313; Размер: 1764; Тип: звезда
Координаты: (88.0, 8.5); Яркость: 2959; Размер: 12; Тип: звезда
Координаты: (336.5, 1.5); Яркость: 2118; Размер: 9; Тип: звезда
