Координаты: (77.0, 259.0); Яркость: 4034; Размер: 16; Тип: звезда
Координаты: (59.0, 253.5); Яркость: 3054; Размер: 12; Тип: звезда
Координаты: (230.0, 249.5); Яркость: 1530; Размер: 6; Тип: звезда
Координаты: (352.5, 238.5); Яркость: 790123; Размер: 5073; Тип: звезда
Координаты: (304.5, 215.5); Яркость: 135283; Размер: 841; Тип: звезда
Координаты: (142.0, 167.0); Яркость: 3601; Размер: 16; Тип: звезда
Координаты: (125.5, 146.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (473.5, 142.5); Яркость: 2295; Размер: 9; Тип: звезда
Координаты: (73.5, 137.0); Яркость: 2355; Размер: 10; Тип: звезда
Координаты: (101.5, 135.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (462.5, 107.5); Яркость: 6025; Размер: 25; Тип: звезда
Координаты: (217.0, 107.0); Яркость: 3934; Размер: 16; Тип: звезда
Координаты: (158.5, 102.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (332.5, 95.5); Яркость: 2209; Размер: 9; Тип: звезда
Координаты: (265.0, 110.0); Яркость: 379870; Размер: 2464; Тип: звезда
Координаты: (116.0, 80.5); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (296.0, 78.5); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (11.5, 71.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (180.5, 64.5); Яркость: 232; Размер: 1; Тип: звезда
Координаты: (346.5, 60.5); Яркость: 2220; Размер: 9; Тип: звезда
Координаты: (317.0, 49.0); Яркость: 3827; Размер: 16; Тип: звезда
Координаты: (294.5, 46.5); Яркость: 2295; Размер: 9; Тип: звезда
Координаты: (141.5, 85.5); Яркость: 1120386; Размер: 6675; Тип: звезда
Координаты: (199.0, 33.0); Яркость: 1020; Размер: 4; Тип: звезда
Координаты: (75.5, 31.0); Яркость: 9286; Размер: 42; Тип: звезда
Координаты: (260.5, 25.0); Яркость: 8987; Размер: 42; Тип: звезда
Координаты: (154.5, 7.0); Яркость: 1530; Размер: 6; Тип: звезда
Координаты: (41.5, 8.5); Яркость: 84027; Размер: 561; Тип: звезда
