Координаты: (334.5, 253.5); Яркость: 217; Размер: 1; Тип: звезда
Координаты: (125.5, 248.0); Яркость: 35408; Размер: 182; Тип: звезда
Координаты: (334.0, 241.0); Яркость: 55089; Размер: 280; Тип: звезда
Координаты: (276.0, 232.5); Яркость: 8585; Размер: 42; Тип: звезда
Координаты: (401.0, 201.5); Яркость: 2870; Размер: 12; Тип: звезда
Координаты: (318.5, 197.5); Яркость: 5935; Размер: 25; Тип: звезда
Координаты: (413.0, 131.0); Яркость: 4043; Размер: 16; Тип: звезда
Координаты: (228.0, 97.0); Яркость: 998; Размер: 4; Тип: звезда
Координаты: (232.0, 90.5); Яркость: 9348; Размер: 42; Тип: звезда
Координаты: (159.5, 47.5); Яркость: 2211; Размер: 9; Тип: звезда
Координаты: (91.0, 36.0); Яркость: 3820; Размер: 16; Тип: звезда
Координаты: (121.5, 25.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (205.5, 24.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (157.5, 23.5); Яркость: 2295; Размер: 9; Тип: звезда
Координаты: (377.5, 26.0); Яркость: 250429; Размер: 1680; Тип: звезда
Координаты: (276.5, 36.0); Яркость: 1270516; Размер: 8856; Тип: звезда
