Координаты: (294.0, 216.5); Яркость: 473; Размер: 2; Тип: звезда
Координаты: (278.0, 215.0); Яркость: 850; Размер: 4; Тип: звезда
Координаты: (244.0, 179.5); Яркость: 3630; Размер: 18; Тип: звезда
Координаты: (230.0, 178.0); Яркость: 981; Размер: 4; Тип: звезда
Координаты: (300.0, 177.0); Яркость: 957; Размер: 4; Тип: звезда
Координаты: (236.0, 178.0); Яркость: 3819; Размер: 16; Тип: звезда
Координаты: (232.5, 175.0); Яркость: 1472; Размер: 6; Тип: звезда
Координаты: (227.5, 174.0); Яркость: 497; Размер: 2; Тип: звезда
Координаты: (214.5, 174.5); Яркость: 2199; Размер: 9; Тип: звезда
Координаты: (269.5, 172.5); Яркость: 3208; Размер: 15; Тип: звезда
Координаты: (264.0, 171.5); Яркость: 2706; Размер: 12; Тип: звезда
Координаты: (252.5, 173.5); Яркость: 22180; Размер: 117; Тип: звезда
Координаты: (248.5, 168.5); Яркость: 247; Размер: 1; Тип: звезда
Координаты: (231.0, 169.5); Яркость: 5033; Размер: 24; Тип: звезда
Координаты: (223.0, 171.0); Яркость: 9304; Размер: 48; Тип: звезда
Координаты: (271.5, 167.5); Яркость: 2084; Размер: 9; Тип: звезда
Координаты: (242.5, 171.0); Яркость: 13040; Размер: 70; Тип: звезда
Координаты: (215.0, 167.5); Яркость: 1528; Размер: 6; Тип: звезда
Координаты: (207.5, 167.0); Яркость: 507; Размер: 2; Тип: звезда
Координаты: (281.5, 168.0); Яркость: 6320; Размер: 30; Тип: звезда
Координаты: (200.5, 166.0); Яркость: 4487; Размер: 20; Тип: звезда
Координаты: (297.5, 163.5); Яркость: 756; Размер: 3; Тип: звезда
Координаты: (293.5, 168.5); Яркость: 32170; Размер: 165; Тип: звезда
Координаты: (258.5, 163.5); Яркость: 229; Размер: 1; Тип: звезда
Координаты: (254.0, 165.0); Яркость: 4571; Размер: 24; Тип: звезда
Координаты: (230.0, 164.0); Яркость: 1994; Размер: 8; Тип: звезда
Координаты: (213.0, 163.5); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (209.0, 163.0); Яркость: 1016; Размер: 4; Тип: звезда
Координаты: (176.5, 163.0); Яркость: 1373; Размер: 6; Тип: звезда
Координаты: (294.5, 162.0); Яркость: 505; Размер: 2; Тип: звезда
Координаты: (247.0, 161.5); Яркость: 482; Размер: 2; Тип: звезда
Координаты: (234.5, 163.5); Яркость: 4521; Размер: 21; Тип: звезда
Координаты: (204.5, 161.5); Яркость: 2238; Размер: 9; Тип: звезда
Координаты: (195.5, 161.0); Яркость: 1361; Размер: 6; Тип: звезда
Координаты: (174.5, 160.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (240.0, 160.5); Яркость: 2665; Размер: 12; Тип: звезда
Координаты: (224.0, 161.5); Яркость: 4506; Размер: 20; Тип: звезда
Координаты: (189.0, 159.5); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (290.5, 158.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (279.0, 163.0); Яркость: 15515; Размер: 80; Тип: звезда
Координаты: (272.5, 159.5); Яркость: 2204; Размер: 9; Тип: звезда
Координаты: (229.5, 159.5); Яркость: 2184; Размер: 9; Тип: звезда
Координаты: (219.5, 159.0); Яркость: 1512; Размер: 6; Тип: звезда
Координаты: (192.5, 158.5); Яркость: 252; Размер: 1; Тип: звезда
Координаты: (299.5, 158.5); Яркость: 2154; Размер: 9; Тип: звезда
Координаты: (278.5, 155.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (268.0, 156.0); Яркость: 2040; Размер: 8; Тип: звезда
Координаты: (262.5, 158.5); Яркость: 15691; Размер: 77; Тип: звезда
Координаты: (235.5, 156.5); Яркость: 3520; Размер: 15; Тип: звезда
Координаты: (197.0, 156.5); Яркость: 1445; Размер: 6; Тип: звезда
Координаты: (149.5, 159.5); Яркость: 19795; Размер: 99; Тип: звезда
Координаты: (212.5, 154.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (178.0, 155.5); Яркость: 3837; Размер: 18; Тип: звезда
Координаты: (281.5, 154.5); Яркость: 2107; Размер: 9; Тип: звезда
Координаты: (258.5, 154.0); Яркость: 467; Размер: 2; Тип: звезда
Координаты: (218.5, 153.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (287.5, 153.5); Яркость: 2006; Размер: 9; Тип: звезда
Координаты: (250.5, 155.0); Яркость: 8625; Размер: 42; Тип: звезда
Координаты: (248.0, 152.5); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (224.0, 154.5); Яркость: 7768; Размер: 40; Тип: звезда
Координаты: (300.5, 152.0); Яркость: 490; Размер: 2; Тип: звезда
Координаты: (203.0, 156.0); Яркость: 15732; Размер: 80; Тип: звезда
Координаты: (191.5, 153.5); Яркость: 5062; Размер: 25; Тип: звезда
Координаты: (252.5, 150.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (242.0, 153.5); Яркость: 5893; Размер: 28; Тип: звезда
Координаты: (210.0, 151.0); Яркость: 979; Размер: 4; Тип: звезда
Координаты: (153.5, 152.0); Яркость: 3976; Размер: 20; Тип: звезда
Координаты: (294.5, 153.0); Яркость: 11318; Размер: 56; Тип: звезда
Координаты: (194.5, 150.5); Яркость: 2016; Размер: 9; Тип: звезда
Координаты: (286.5, 148.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (234.0, 150.0); Яркость: 14235; Размер: 72; Тип: звезда
Координаты: (211.0, 148.0); Яркость: 934; Размер: 4; Тип: звезда
Координаты: (200.0, 148.0); Яркость: 929; Размер: 4; Тип: звезда
Координаты: (177.5, 147.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (134.0, 150.5); Яркость: 16108; Размер: 84; Тип: звезда
Координаты: (264.0, 147.0); Яркость: 909; Размер: 4; Тип: звезда
Координаты: (205.5, 148.0); Яркость: 4507; Размер: 20; Тип: звезда
Координаты: (251.5, 146.5); Яркость: 2005; Размер: 9; Тип: звезда
Координаты: (296.0, 145.0); Яркость: 1020; Размер: 4; Тип: звезда
Координаты: (165.0, 152.5); Яркость: 53344; Размер: 272; Тип: звезда
Координаты: (150.5, 144.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (276.0, 147.5); Яркость: 28110; Размер: 144; Тип: звезда
Координаты: (256.5, 146.5); Яркость: 4812; Размер: 21; Тип: звезда
Координаты: (246.0, 145.5); Яркость: 5750; Размер: 30; Тип: звезда
Координаты: (223.5, 147.0); Яркость: 16288; Размер: 88; Тип: звезда
Координаты: (193.5, 144.0); Яркость: 1478; Размер: 6; Тип: звезда
Координаты: (154.5, 143.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (142.5, 148.0); Яркость: 25582; Размер: 130; Тип: звезда
Координаты: (262.0, 141.5); Яркость: 501; Размер: 2; Тип: звезда
Координаты: (173.5, 144.0); Яркость: 5785; Размер: 30; Тип: звезда
Координаты: (280.5, 142.0); Яркость: 4256; Размер: 20; Тип: звезда
Координаты: (232.0, 142.5); Яркость: 10239; Размер: 50; Тип: звезда
Координаты: (185.0, 147.0); Яркость: 25530; Размер: 140; Тип: звезда
Координаты: (178.0, 141.0); Яркость: 1994; Размер: 8; Тип: звезда
Координаты: (167.0, 141.0); Яркость: 1013; Размер: 4; Тип: звезда
Координаты: (152.5, 141.0); Яркость: 428; Размер: 2; Тип: звезда
Координаты: (258.0, 140.0); Яркость: 1003; Размер: 4; Тип: звезда
Координаты: (192.0, 140.0); Яркость: 1020; Размер: 4; Тип: звезда
Координаты: (141.5, 139.5); Яркость: 248; Размер: 1; Тип: звезда
Координаты: (101.5, 140.0); Яркость: 1389; Размер: 6; Тип: звезда
Координаты: (249.0, 139.0); Яркость: 1985; Размер: 8; Тип: звезда
Координаты: (159.5, 140.0); Яркость: 7074; Размер: 36; Тип: звезда
Координаты: (224.5, 138.0); Яркость: 509; Размер: 2; Тип: звезда
Координаты: (148.5, 137.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (210.5, 141.0); Яркость: 31315; Размер: 170; Тип: звезда
Координаты: (199.5, 137.5); Яркость: 3075; Размер: 15; Тип: звезда
Координаты: (175.5, 136.5); Яркость: 232; Размер: 1; Тип: звезда
Координаты: (282.0, 137.5); Яркость: 3716; Размер: 20; Тип: звезда
Координаты: (248.5, 135.5); Яркость: 254; Размер: 1; Тип: звезда
Координаты: (221.0, 136.0); Яркость: 984; Размер: 4; Тип: звезда
Координаты: (165.5, 135.5); Яркость: 710; Размер: 3; Тип: звезда
Координаты: (89.5, 136.0); Яркость: 1387; Размер: 6; Тип: звезда
Координаты: (261.0, 136.0); Яркость: 4851; Размер: 24; Тип: звезда
Координаты: (153.0, 135.0); Яркость: 978; Размер: 4; Тип: звезда
Координаты: (146.5, 134.5); Яркость: 250; Размер: 1; Тип: звезда
Координаты: (130.0, 136.5); Яркость: 4074; Размер: 20; Тип: звезда
Координаты: (227.5, 134.0); Яркость: 1252; Размер: 6; Тип: звезда
Координаты: (158.5, 133.5); Яркость: 252; Размер: 1; Тип: звезда
Координаты: (84.5, 134.5); Яркость: 1948; Размер: 9; Тип: звезда
Координаты: (288.5, 132.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (266.5, 133.0); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (244.5, 135.0); Яркость: 8033; Размер: 42; Тип: звезда
Координаты: (192.5, 133.0); Яркость: 1264; Размер: 6; Тип: звезда
Координаты: (184.5, 134.5); Яркость: 6918; Размер: 35; Тип: звезда
Координаты: (141.0, 133.0); Яркость: 992; Размер: 4; Тип: звезда
Координаты: (276.0, 131.5); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (271.0, 133.5); Яркость: 2362; Размер: 10; Тип: звезда
Координаты: (197.5, 132.0); Яркость: 1439; Размер: 6; Тип: звезда
Координаты: (177.5, 131.5); Яркость: 160; Размер: 1; Тип: звезда
Координаты: (98.5, 131.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (95.5, 132.0); Яркость: 1370; Размер: 6; Тип: звезда
Координаты: (215.5, 132.0); Яркость: 9678; Размер: 44; Тип: звезда
Координаты: (174.0, 130.5); Яркость: 1011; Размер: 4; Тип: звезда
Координаты: (135.5, 134.0); Яркость: 11062; Размер: 56; Тип: звезда
Координаты: (89.5, 131.5); Яркость: 2251; Размер: 9; Тип: звезда
