Координаты: (73.5, 289.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (78.5, 278.5); Яркость: 225; Размер: 1; Тип: звезда
Координаты: (119.5, 254.5); Яркость: 239; Размер: 1; Тип: звезда
Координаты: (259.5, 218.5); Яркость: 221; Размер: 1; Тип: звезда
Координаты: (254.5, 217.5); Яркость: 251; Размер: 1; Тип: звезда
Координаты: (82.5, 205.5); Яркость: 211; Размер: 1; Тип: звезда
Координаты: (139.5, 189.5); Яркость: 198; Размер: 1; Тип: звезда
Координаты: (11.5, 182.5); Яркость: 236; Размер: 1; Тип: звезда
Координаты: (1.0, 161.5); Яркость: 496; Размер: 2; Тип: звезда
Координаты: (295.5, 143.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (57.0, 135.5); Яркость: 460; Размер: 2; Тип: звезда
Координаты: (300.5, 134.5); Яркость: 235; Размер: 1; Тип: звезда
Координаты: (17.5, 122.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (284.5, 119.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (39.0, 118.0); Яркость: 992; Размер: 4; Тип: звезда
Координаты: (231.5, 117.0); Яркость: 1420; Размер: 6; Тип: звезда
Координаты: (30.5, 101.5); Яркость: 249; Размер: 1; Тип: звезда
Координаты: (300.5, 87.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (47.5, 80.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (36.5, 78.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (60.5, 77.0); Яркость: 471; Размер: 2; Тип: звезда
Координаты: (41.0, 72.0); Яркость: 990; Размер: 4; Тип: звезда
Координаты: (52.5, 70.5); Яркость: 183; Размер: 1; Тип: звезда
Координаты: (174.0, 68.5); Яркость: 494; Размер: 2; Тип: звезда
Координаты: (160.5, 65.5); Яркость: 254; Размер: 1; Тип: звезда
Координаты: (94.0, 64.5); Яркость: 1429; Размер: 6; Тип: звезда
Координаты: (19.0, 63.0); Яркость: 5099; Размер: 24; Тип: звезда
Координаты: (4.0, 61.5); Яркость: 2547; Размер: 12; Тип: звезда
Координаты: (215.5, 59.5); Яркость: 240; Размер: 1; Тип: звезда
Координаты: (164.0, 58.0); Яркость: 916; Размер: 4; Тип: звезда
Координаты: (8.5, 57.5); Яркость: 246; Размер: 1; Тип: звезда
Координаты: (102.5, 56.5); Яркость: 219; Размер: 1; Тип: звезда
Координаты: (29.0, 57.0); Яркость: 947; Размер: 4; Тип: звезда
Координаты: (1.0, 57.0); Яркость: 934; Размер: 4; Тип: звезда
Координаты: (54.5, 55.5); Яркость: 234; Размер: 1; Тип: звезда
Координаты: (38.5, 55.5); Яркость: 179; Размер: 1; Тип: звезда
Координаты: (155.0, 54.5); Яркость: 451; Размер: 2; Тип: звезда
Координаты: (25.0, 55.0); Яркость: 972; Размер: 4; Тип: звезда
Координаты: (32.5, 51.5); Яркость: 216; Размер: 1; Тип: звезда
Координаты: (173.5, 49.5); Яркость: 236; Размер: 1; Тип: звезда
Координаты: (37.0, 47.5); Яркость: 427; Размер: 2; Тип: звезда
Координаты: (8.5, 49.0); Яркость: 5573; Размер: 28; Тип: звезда
Координаты: (152.0, 45.5); Яркость: 492; Размер: 2; Тип: звезда
Координаты: (198.5, 44.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (145.5, 44.5); Яркость: 253; Размер: 1; Тип: звезда
Координаты: (164.5, 42.0); Яркость: 456; Размер: 2; Тип: звезда
Координаты: (47.0, 41.0); Яркость: 999; Размер: 4; Тип: звезда
Координаты: (145.5, 40.0); Яркость: 1446; Размер: 6; Тип: звезда
Координаты: (126.5, 39.0); Яркость: 484; Размер: 2; Тип: звезда
Координаты: (50.5, 39.0); Яркость: 2732; Размер: 12; Тип: звезда
Координаты: (6.5, 37.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (52.5, 35.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (64.5, 34.5); Яркость: 242; Размер: 1; Тип: звезда
Координаты: (57.0, 32.5); Яркость: 480; Размер: 2; Тип: звезда
Координаты: (7.5, 31.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (62.5, 30.0); Яркость: 1384; Размер: 6; Тип: звезда
Координаты: (235.5, 27.5); Яркость: 250; Размер: 1; Тип: звезда
Координаты: (4.5, 27.5); Яркость: 245; Размер: 1; Тип: звезда
Координаты: (57.0, 27.0); Яркость: 1884; Размер: 8; Тип: звезда
Координаты: (0.5, 25.5); Яркость: 236; Размер: 1; Тип: звезда
Координаты: (228.5, 23.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (49.5, 19.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (78.0, 18.5); Яркость: 442; Размер: 2; Тип: звезда
Координаты: (94.0, 17.5); Яркость: 506; Размер: 2; Тип: звезда
Координаты: (72.5, 17.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (40.0, 17.5); Яркость: 2632; Размер: 12; Тип: звезда
Координаты: (27.5, 15.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (13.5, 16.5); Яркость: 2142; Размер: 9; Тип: звезда
Координаты: (80.5, 14.5); Яркость: 252; Размер: 1; Тип: звезда
Координаты: (137.5, 7.5); Яркость: 232; Размер: 1; Тип: звезда
Координаты: (43.5, 7.5); Яркость: 722; Размер: 3; Тип: звезда
Координаты: (77.5, 7.0); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (21.0, 4.0); Яркость: 1789; Размер: 8; Тип: звезда
Координаты: (53.0, 2.5); Яркость: 505; Размер: 2; Тип: звезда
Координаты: (148.5, 1.0); Яркость: 1473; Размер: 6; Тип: звезда
Координаты: (47.5, 0.5); Яркость: 249; Размер: 1; Тип: звезда
