Координаты: (282.5, 300.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (280.0, 300.5); Яркость: 449; Размер: 2; Тип: звезда
Координаты: (244.5, 300.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (217.5, 300.5); Яркость: 254; Размер: 1; Тип: звезда
Координаты: (221.5, 300.0); Яркость: 1284; Размер: 6; Тип: звезда
Координаты: (257.5, 299.5); Яркость: 2102; Размер: 9; Тип: звезда
Координаты: (218.5, 298.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (293.0, 297.5); Яркость: 1469; Размер: 6; Тип: звезда
Координаты: (272.0, 298.5); Яркость: 7237; Размер: 40; Тип: звезда
Координаты: (234.5, 298.0); Яркость: 2845; Размер: 12; Тип: звезда
Координаты: (261.5, 298.0); Яркость: 10428; Размер: 54; Тип: звезда
Координаты: (284.0, 295.0); Яркость: 887; Размер: 4; Тип: звезда
Координаты: (221.0, 294.5); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (242.0, 293.0); Яркость: 1020; Размер: 4; Тип: звезда
Координаты: (251.5, 291.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (280.0, 291.5); Яркость: 1294; Размер: 6; Тип: звезда
Координаты: (256.5, 290.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (269.5, 290.5); Яркость: 2116; Размер: 9; Тип: звезда
Координаты: (283.5, 288.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (237.5, 289.0); Яркость: 497; Размер: 2; Тип: звезда
Координаты: (221.5, 290.0); Яркость: 2817; Размер: 12; Тип: звезда
Координаты: (248.0, 290.0); Яркость: 4654; Размер: 24; Тип: звезда
Координаты: (233.0, 287.0); Яркость: 987; Размер: 4; Тип: звезда
Координаты: (227.5, 287.5); Яркость: 3522; Размер: 15; Тип: звезда
Координаты: (270.5, 285.5); Яркость: 2271; Размер: 9; Тип: звезда
Координаты: (221.5, 285.0); Яркость: 1453; Размер: 6; Тип: звезда
Координаты: (207.5, 284.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (263.0, 284.0); Яркость: 940; Размер: 4; Тип: звезда
Координаты: (226.5, 283.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (254.0, 285.0); Яркость: 9308; Размер: 48; Тип: звезда
Координаты: (243.0, 285.0); Яркость: 4861; Размер: 24; Тип: звезда
Координаты: (231.0, 282.5); Яркость: 510; Размер: 2; Тип: звезда
