Координаты: (298.0, 83.5); Яркость: 6302; Размер: 30; Тип: звезда
Координаты: (300.5, 75.0); Яркость: 482; Размер: 2; Тип: звезда
Координаты: (279.5, 64.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (299.5, 63.0); Яркость: 2401; Размер: 12; Тип: звезда
Координаты: (295.5, 61.5); Яркость: 252; Размер: 1; Тип: звезда
Координаты: (289.5, 62.0); Яркость: 2619; Размер: 12; Тип: звезда
Координаты: (285.0, 61.0); Яркость: 1868; Размер: 8; Тип: звезда
Координаты: (296.5, 56.0); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (291.5, 54.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (300.0, 50.0); Яркость: 920; Размер: 4; Тип: звезда
Координаты: (282.5, 53.5); Яркость: 15351; Размер: 81; Тип: звезда
Координаты: (270.5, 47.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (295.5, 46.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (287.5, 44.0); Яркость: 4417; Размер: 20; Тип: звезда
Координаты: (266.0, 43.0); Яркость: 1945; Размер: 8; Тип: звезда
Координаты: (295.0, 40.5); Яркость: 509; Размер: 2; Тип: звезда
Координаты: (284.5, 39.5); Яркость: 703; Размер: 3; Тип: звезда
Координаты: (298.5, 36.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (282.0, 35.5); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (275.0, 37.5); Яркость: 4495; Размер: 20; Тип: звезда
Координаты: (268.0, 35.5); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (271.0, 34.5); Яркость: 469; Размер: 2; Тип: звезда
Координаты: (292.5, 34.5); Яркость: 5016; Размер: 25; Тип: звезда
Координаты: (284.0, 31.5); Яркость: 1238; Размер: 6; Тип: звезда
Координаты: (292.0, 28.5); Яркость: 308; Размер: 2; Тип: звезда
Координаты: (274.0, 29.0); Яркость: 3526; Размер: 16; Тип: звезда
Координаты: (289.5, 26.5); Яркость: 212; Размер: 1; Тип: звезда
Координаты: (259.0, 27.0); Яркость: 4808; Размер: 24; Тип: звезда
Координаты: (247.5, 25.0); Яркость: 1436; Размер: 6; Тип: звезда
Координаты: (268.0, 24.0); Яркость: 4925; Размер: 24; Тип: звезда
Координаты: (276.0, 23.0); Яркость: 5199; Размер: 24; Тип: звезда
Координаты: (236.5, 22.0); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (283.0, 22.0); Яркость: 3329; Размер: 16; Тип: звезда
Координаты: (260.5, 20.0); Яркость: 4223; Размер: 20; Тип: звезда
Координаты: (258.5, 18.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (274.0, 18.5); Яркость: 1469; Размер: 6; Тип: звезда
Координаты: (297.0, 17.0); Яркость: 983; Размер: 4; Тип: звезда
Координаты: (284.5, 17.0); Яркость: 1288; Размер: 6; Тип: звезда
Координаты: (279.5, 14.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (263.0, 14.5); Яркость: 2846; Размер: 12; Тип: звезда
Координаты: (248.5, 17.5); Яркость: 22415; Размер: 121; Тип: звезда
Координаты: (239.5, 16.0); Яркость: 10491; Размер: 56; Тип: звезда
Координаты: (293.5, 11.5); Яркость: 755; Размер: 3; Тип: звезда
Координаты: (255.0, 12.5); Яркость: 4010; Размер: 20; Тип: звезда
Координаты: (234.5, 10.5); Яркость: 225; Размер: 1; Тип: звезда
Координаты: (282.0, 10.0); Яркость: 994; Размер: 4; Тип: звезда
Координаты: (267.0, 13.5); Яркость: 13098; Размер: 66; Тип: звезда
Координаты: (239.0, 9.0); Яркость: 3037; Размер: 16; Тип: звезда
Координаты: (290.5, 7.5); Яркость: 2111; Размер: 9; Тип: звезда
Координаты: (259.5, 5.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (274.0, 5.0); Яркость: 936; Размер: 4; Тип: звезда
Координаты: (238.5, 5.0); Яркость: 1472; Размер: 6; Тип: звезда
Координаты: (279.0, 4.0); Яркость: 1019; Размер: 4; Тип: звезда
Координаты: (247.5, 4.5); Яркость: 2139; Размер: 9; Тип: звезда
Координаты: (289.5, 2.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (268.0, 3.5); Яркость: 4058; Размер: 18; Тип: звезда
Координаты: (255.5, 3.5); Яркость: 3250; Размер: 15; Тип: звезда
Координаты: (295.5, 2.5); Яркость: 2085; Размер: 9; Тип: звезда
Координаты: (283.0, 1.5); Яркость: 1490; Размер: 6; Тип: звезда
Координаты: (273.0, 0.5); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (260.0, 0.5); Яркость: 505; Размер: 2; Тип: звезда
Координаты: (242.5, 1.5); Яркость: 3042; Размер: 15; Тип: звезда
Координаты: (228.5, 4.5); Яркость: 12034; Размер: 63; Тип: звезда
Координаты: (244.0, 57.5); Яркость: 1994998; Размер: 13110; Тип: звезда
