Координаты: (242.5, 300.5); Яркость: 250; Размер: 1; Тип: звезда
Координаты: (250.5, 298.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (293.5, 297.5); Яркость: 228; Размер: 1; Тип: звезда
Координаты: (282.5, 298.0); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (273.5, 297.0); Яркость: 509; Размер: 2; Тип: звезда
Координаты: (245.5, 297.5); Яркость: 1951; Размер: 9; Тип: звезда
Координаты: (240.5, 295.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (265.0, 297.5); Яркость: 7675; Размер: 42; Тип: звезда
Координаты: (255.5, 294.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (251.5, 294.5); Яркость: 248; Размер: 1; Тип: звезда
Координаты: (236.0, 296.0); Яркость: 4615; Размер: 24; Тип: звезда
Координаты: (299.5, 293.0); Яркость: 1419; Размер: 6; Тип: звезда
Координаты: (294.5, 292.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (274.5, 293.5); Яркость: 2057; Размер: 9; Тип: звезда
Координаты: (285.5, 292.5); Яркость: 2118; Размер: 9; Тип: звезда
Координаты: (279.0, 291.5); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (234.5, 291.0); Яркость: 407; Размер: 2; Тип: звезда
Координаты: (300.5, 288.0); Яркость: 495; Размер: 2; Тип: звезда
Координаты: (256.5, 289.5); Яркость: 3191; Размер: 15; Тип: звезда
Координаты: (273.0, 286.5); Яркость: 447; Размер: 2; Тип: звезда
Координаты: (222.0, 286.5); Яркость: 487; Размер: 2; Тип: звезда
Координаты: (281.0, 285.5); Яркость: 502; Размер: 2; Тип: звезда
Координаты: (298.5, 283.5); Яркость: 254; Размер: 1; Тип: звезда
Координаты: (262.0, 285.0); Яркость: 3181; Размер: 16; Тип: звезда
Координаты: (249.5, 287.0); Яркость: 20076; Размер: 108; Тип: звезда
Координаты: (286.0, 281.0); Яркость: 3373; Размер: 16; Тип: звезда
Координаты: (270.5, 279.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (300.0, 275.0); Яркость: 1707; Размер: 8; Тип: звезда
Координаты: (288.0, 274.5); Яркость: 1380; Размер: 6; Тип: звезда
Координаты: (274.0, 274.5); Яркость: 1470; Размер: 6; Тип: звезда
Координаты: (293.5, 274.0); Яркость: 1002; Размер: 4; Тип: звезда
Координаты: (280.5, 272.5); Яркость: 534; Размер: 3; Тип: звезда
Координаты: (256.5, 270.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (298.5, 269.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (290.0, 270.0); Яркость: 1844; Размер: 8; Тип: звезда
Координаты: (261.0, 275.5); Яркость: 33931; Размер: 180; Тип: звезда
Координаты: (284.5, 267.5); Яркость: 1943; Размер: 9; Тип: звезда
Координаты: (277.5, 267.5); Яркость: 2114; Размер: 9; Тип: звезда
Координаты: (291.5, 266.0); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (295.5, 264.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (287.0, 263.5); Яркость: 464; Размер: 2; Тип: звезда
Координаты: (300.5, 263.0); Яркость: 467; Размер: 2; Тип: звезда
Координаты: (298.0, 261.0); Яркость: 1020; Размер: 4; Тип: звезда
Координаты: (285.0, 260.0); Яркость: 958; Размер: 4; Тип: звезда
Координаты: (299.5, 257.0); Яркость: 1419; Размер: 6; Тип: звезда
Координаты: (295.0, 257.0); Яркость: 3192; Размер: 16; Тип: звезда
Координаты: (265.0, 261.5); Яркость: 30134; Размер: 156; Тип: звезда
Координаты: (300.0, 252.5); Яркость: 1487; Размер: 6; Тип: звезда
Координаты: (300.5, 244.5); Яркость: 238; Размер: 1; Тип: звезда
Координаты: (267.0, 239.5); Яркость: 1440; Размер: 6; Тип: звезда
Координаты: (293.0, 227.0); Яркость: 3347; Размер: 16; Тип: звезда
Координаты: (257.5, 198.0); Яркость: 1291; Размер: 6; Тип: звезда
Координаты: (244.0, 242.5); Яркость: 2026981; Размер: 13338; Тип: звезда
