Координаты: (55.5, 300.5); Яркость: 192; Размер: 1; Тип: звезда
Координаты: (5.0, 300.5); Яркость: 469; Размер: 2; Тип: звезда
Координаты: (74.5, 300.0); Яркость: 1480; Размер: 6; Тип: звезда
Координаты: (65.5, 300.0); Яркость: 1455; Размер: 6; Тип: звезда
Координаты: (43.5, 300.0); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (61.5, 298.5); Яркость: 247; Размер: 1; Тип: звезда
Координаты: (81.0, 299.0); Яркость: 1846; Размер: 8; Тип: звезда
Координаты: (20.5, 299.0); Яркость: 2479; Размер: 12; Тип: звезда
Координаты: (7.5, 298.0); Яркость: 1487; Размер: 6; Тип: звезда
Координаты: (58.5, 297.0); Яркость: 1423; Размер: 6; Тип: звезда
Координаты: (55.0, 297.0); Яркость: 978; Размер: 4; Тип: звезда
Координаты: (49.5, 298.5); Яркость: 3300; Размер: 15; Тип: звезда
Координаты: (70.0, 296.5); Яркость: 2724; Размер: 12; Тип: звезда
Координаты: (84.5, 294.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (66.5, 294.5); Яркость: 245; Размер: 1; Тип: звезда
Координаты: (77.0, 294.5); Яркость: 2460; Размер: 12; Тип: звезда
Координаты: (31.0, 294.5); Яркость: 3759; Размер: 20; Тип: звезда
Координаты: (60.5, 291.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (35.0, 292.0); Яркость: 1009; Размер: 4; Тип: звезда
Координаты: (22.0, 292.0); Яркость: 913; Размер: 4; Тип: звезда
Координаты: (69.0, 291.5); Яркость: 4065; Размер: 18; Тип: звезда
Координаты: (75.0, 290.5); Яркость: 2452; Размер: 12; Тип: звезда
Координаты: (45.5, 291.0); Яркость: 8252; Размер: 42; Тип: звезда
Координаты: (14.0, 291.0); Яркость: 6163; Размер: 32; Тип: звезда
Координаты: (69.0, 287.0); Яркость: 862; Размер: 4; Тип: звезда
Координаты: (25.0, 287.0); Яркость: 1019; Размер: 4; Тип: звезда
Координаты: (61.5, 286.5); Яркость: 2112; Размер: 9; Тип: звезда
Координаты: (52.0, 287.5); Яркость: 25244; Размер: 132; Тип: звезда
Координаты: (1.0, 281.0); Яркость: 846; Размер: 4; Тип: звезда
Координаты: (81.5, 280.5); Яркость: 2115; Размер: 9; Тип: звезда
Координаты: (63.5, 281.0); Яркость: 5660; Размер: 28; Тип: звезда
Координаты: (39.0, 281.0); Яркость: 5176; Размер: 24; Тип: звезда
Координаты: (31.5, 284.5); Яркость: 14361; Размер: 77; Тип: звезда
Координаты: (18.5, 280.5); Яркость: 3124; Размер: 15; Тип: звезда
Координаты: (75.5, 282.5); Яркость: 13324; Размер: 63; Тип: звезда
Координаты: (68.5, 279.0); Яркость: 485; Размер: 2; Тип: звезда
Координаты: (4.5, 278.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (66.5, 278.0); Яркость: 508; Размер: 2; Тип: звезда
Координаты: (43.5, 277.0); Яркость: 4453; Размер: 20; Тип: звезда
Координаты: (10.0, 276.0); Яркость: 1001; Размер: 4; Тип: звезда
Координаты: (48.5, 275.5); Яркость: 1841; Размер: 9; Тип: звезда
Координаты: (38.0, 275.0); Яркость: 1020; Размер: 4; Тип: звезда
Координаты: (29.5, 274.5); Яркость: 250; Размер: 1; Тип: звезда
Координаты: (57.0, 275.0); Яркость: 3383; Размер: 16; Тип: звезда
Координаты: (65.0, 272.5); Яркость: 500; Размер: 2; Тип: звезда
Координаты: (75.5, 272.0); Яркость: 473; Размер: 2; Тип: звезда
Координаты: (71.0, 272.0); Яркость: 1019; Размер: 4; Тип: звезда
Координаты: (79.5, 270.0); Яркость: 454; Размер: 2; Тип: звезда
Координаты: (59.5, 269.5); Яркость: 241; Размер: 1; Тип: звезда
Координаты: (55.5, 270.0); Яркость: 421; Размер: 2; Тип: звезда
Координаты: (46.0, 270.5); Яркость: 2602; Размер: 12; Тип: звезда
Координаты: (64.5, 269.0); Яркость: 1343; Размер: 6; Тип: звезда
Координаты: (51.0, 270.5); Яркость: 4361; Размер: 20; Тип: звезда
