Координаты: (58.0, 300.5); Яркость: 507; Размер: 2; Тип: звезда
Координаты: (8.5, 300.5); Яркость: 211; Размер: 1; Тип: звезда
Координаты: (3.5, 300.5); Яркость: 141; Размер: 1; Тип: звезда
Координаты: (46.5, 300.0); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (61.5, 299.5); Яркость: 1866; Размер: 9; Тип: звезда
Координаты: (34.5, 299.5); Яркость: 2020; Размер: 9; Тип: звезда
Координаты: (51.5, 299.0); Яркость: 2643; Размер: 12; Тип: звезда
Координаты: (24.0, 299.0); Яркость: 7753; Размер: 40; Тип: звезда
Координаты: (1.0, 297.0); Яркость: 999; Размер: 4; Тип: звезда
Координаты: (27.0, 294.5); Яркость: 506; Размер: 2; Тип: звезда
Координаты: (58.5, 294.0); Яркость: 1480; Размер: 6; Тип: звезда
Координаты: (47.5, 295.0); Яркость: 6089; Размер: 30; Тип: звезда
Координаты: (40.5, 296.5); Яркость: 12730; Размер: 63; Тип: звезда
Координаты: (32.5, 293.0); Яркость: 1517; Размер: 6; Тип: звезда
Координаты: (18.5, 293.0); Яркость: 1492; Размер: 6; Тип: звезда
Координаты: (14.0, 293.5); Яркость: 1468; Размер: 6; Тип: звезда
Координаты: (9.0, 294.5); Яркость: 4176; Размер: 20; Тип: звезда
Координаты: (3.0, 291.5); Яркость: 455; Размер: 2; Тип: звезда
Координаты: (11.0, 290.5); Яркость: 507; Размер: 2; Тип: звезда
Координаты: (53.5, 292.0); Яркость: 4153; Размер: 18; Тип: звезда
Координаты: (30.0, 289.0); Яркость: 1815; Размер: 8; Тип: звезда
Координаты: (16.5, 289.5); Яркость: 2004; Размер: 9; Тип: звезда
Координаты: (6.5, 289.0); Яркость: 2370; Размер: 12; Тип: звезда
Координаты: (46.0, 287.0); Яркость: 1019; Размер: 4; Тип: звезда
Координаты: (8.0, 285.5); Яркость: 1456; Размер: 6; Тип: звезда
Координаты: (27.0, 285.0); Яркость: 3155; Размер: 16; Тип: звезда
Координаты: (31.0, 282.5); Яркость: 495; Размер: 2; Тип: звезда
Координаты: (3.0, 282.5); Яркость: 4092; Размер: 18; Тип: звезда
Координаты: (27.0, 281.0); Яркость: 940; Размер: 4; Тип: звезда
Координаты: (21.5, 285.5); Яркость: 14305; Размер: 77; Тип: звезда
Координаты: (2.5, 277.5); Яркость: 1926; Размер: 9; Тип: звезда
Координаты: (11.5, 277.5); Яркость: 47340; Размер: 247; Тип: звезда
Координаты: (4.0, 265.0); Яркость: 15169; Размер: 80; Тип: звезда
Координаты: (15.0, 259.0); Яркость: 1020; Размер: 4; Тип: звезда
Координаты: (26.5, 257.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (3.5, 257.0); Яркость: 1523; Размер: 6; Тип: звезда
Координаты: (1.5, 253.0); Яркость: 1470; Размер: 6; Тип: звезда
Координаты: (5.0, 250.5); Яркость: 6123; Размер: 30; Тип: звезда
Координаты: (9.5, 248.0); Яркость: 59764; Размер: 304; Тип: звезда
Координаты: (58.0, 244.5); Яркость: 2068006; Размер: 13108; Тип: звезда
