Координаты: (281.5, 300.5); Яркость: 251; Размер: 1; Тип: звезда
Координаты: (97.5, 300.5); Яркость: 249; Размер: 1; Тип: звезда
Координаты: (90.5, 300.5); Яркость: 242; Размер: 1; Тип: звезда
Координаты: (47.5, 300.5); Яркость: 246; Размер: 1; Тип: звезда
Координаты: (66.5, 300.0); Яркость: 1352; Размер: 6; Тип: звезда
Координаты: (1.0, 300.0); Яркость: 960; Размер: 4; Тип: звезда
Координаты: (73.5, 299.5); Яркость: 709; Размер: 3; Тип: звезда
Координаты: (50.0, 298.5); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (219.0, 297.0); Яркость: 1011; Размер: 4; Тип: звезда
Координаты: (32.0, 296.5); Яркость: 488; Размер: 2; Тип: звезда
Координаты: (15.0, 294.5); Яркость: 478; Размер: 2; Тип: звезда
Координаты: (199.5, 294.0); Яркость: 451; Размер: 2; Тип: звезда
Координаты: (61.5, 293.5); Яркость: 173; Размер: 1; Тип: звезда
Координаты: (38.5, 294.0); Яркость: 454; Размер: 2; Тип: звезда
Координаты: (24.5, 293.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (210.5, 292.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (44.0, 293.5); Яркость: 1278; Размер: 6; Тип: звезда
Координаты: (240.5, 290.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (65.5, 290.5); Яркость: 171; Размер: 1; Тип: звезда
Координаты: (208.5, 289.5); Яркость: 239; Размер: 1; Тип: звезда
Координаты: (33.5, 289.5); Яркость: 246; Размер: 1; Тип: звезда
Координаты: (214.5, 288.5); Яркость: 239; Размер: 1; Тип: звезда
Координаты: (13.5, 289.5); Яркость: 3385; Размер: 15; Тип: звезда
Координаты: (1.5, 289.5); Яркость: 2182; Размер: 9; Тип: звезда
Координаты: (49.0, 288.5); Яркость: 2437; Размер: 12; Тип: звезда
Координаты: (112.5, 285.5); Яркость: 1949; Размер: 9; Тип: звезда
Координаты: (90.0, 284.5); Яркость: 2560; Размер: 12; Тип: звезда
Координаты: (73.5, 284.0); Яркость: 472; Размер: 2; Тип: звезда
Координаты: (28.5, 284.0); Яркость: 464; Размер: 2; Тип: звезда
Координаты: (13.5, 283.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (20.0, 284.5); Яркость: 3695; Размер: 20; Тип: звезда
Координаты: (54.0, 282.0); Яркость: 915; Размер: 4; Тип: звезда
Координаты: (2.5, 283.5); Яркость: 4756; Размер: 25; Тип: звезда
Координаты: (84.0, 281.0); Яркость: 1015; Размер: 4; Тип: звезда
Координаты: (172.0, 279.5); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (26.5, 279.5); Яркость: 237; Размер: 1; Тип: звезда
Координаты: (7.5, 282.5); Яркость: 4164; Размер: 21; Тип: звезда
Координаты: (79.5, 279.0); Яркость: 494; Размер: 2; Тип: звезда
Координаты: (65.5, 277.5); Яркость: 244; Размер: 1; Тип: звезда
Координаты: (15.0, 278.5); Яркость: 1440; Размер: 6; Тип: звезда
Координаты: (160.5, 276.5); Яркость: 211; Размер: 1; Тип: звезда
Координаты: (33.5, 277.5); Яркость: 761; Размер: 3; Тип: звезда
Координаты: (8.5, 276.5); Яркость: 252; Размер: 1; Тип: звезда
Координаты: (50.5, 274.5); Яркость: 741; Размер: 3; Тип: звезда
Координаты: (19.5, 274.5); Яркость: 206; Размер: 1; Тип: звезда
Координаты: (11.5, 273.5); Яркость: 249; Размер: 1; Тип: звезда
Координаты: (1.0, 274.5); Яркость: 2413; Размер: 10; Тип: звезда
Координаты: (149.5, 271.5); Яркость: 2091; Размер: 9; Тип: звезда
Координаты: (173.5, 269.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (21.5, 270.0); Яркость: 2627; Размер: 12; Тип: звезда
Координаты: (13.5, 268.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (6.0, 269.5); Яркость: 3742; Размер: 18; Тип: звезда
Координаты: (71.5, 267.5); Яркость: 179; Размер: 1; Тип: звезда
Координаты: (64.5, 266.5); Яркость: 246; Размер: 1; Тип: звезда
Координаты: (124.5, 265.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (105.5, 265.5); Яркость: 253; Размер: 1; Тип: звезда
Координаты: (60.5, 266.0); Яркость: 405; Размер: 2; Тип: звезда
Координаты: (24.5, 266.0); Яркость: 492; Размер: 2; Тип: звезда
Координаты: (153.0, 264.5); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (41.5, 263.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (95.5, 262.5); Яркость: 247; Размер: 1; Тип: звезда
Координаты: (5.0, 263.0); Яркость: 859; Размер: 4; Тип: звезда
Координаты: (111.5, 262.5); Яркость: 2132; Размер: 9; Тип: звезда
Координаты: (13.0, 262.5); Яркость: 4456; Размер: 20; Тип: звезда
Координаты: (281.5, 258.5); Яркость: 233; Размер: 1; Тип: звезда
Координаты: (118.5, 258.5); Яркость: 242; Размер: 1; Тип: звезда
Координаты: (65.0, 259.0); Яркость: 1015; Размер: 4; Тип: звезда
Координаты: (27.0, 260.5); Яркость: 2241; Размер: 10; Тип: звезда
Координаты: (19.0, 259.0); Яркость: 980; Размер: 4; Тип: звезда
Координаты: (263.5, 257.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (54.0, 258.5); Яркость: 1328; Размер: 6; Тип: звезда
Координаты: (38.5, 258.5); Яркость: 1987; Размер: 9; Тип: звезда
Координаты: (115.5, 256.0); Яркость: 489; Размер: 2; Тип: звезда
Координаты: (90.0, 255.5); Яркость: 495; Размер: 2; Тип: звезда
Координаты: (57.0, 256.5); Яркость: 1370; Размер: 6; Тип: звезда
Координаты: (9.5, 255.5); Яркость: 213; Размер: 1; Тип: звезда
Координаты: (235.5, 254.5); Яркость: 226; Размер: 1; Тип: звезда
Координаты: (112.5, 253.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (3.5, 255.0); Яркость: 5373; Размер: 28; Тип: звезда
Координаты: (67.5, 253.5); Яркость: 2066; Размер: 9; Тип: звезда
Координаты: (72.0, 252.0); Яркость: 1007; Размер: 4; Тип: звезда
Координаты: (42.5, 252.5); Яркость: 2090; Размер: 9; Тип: звезда
Координаты: (99.5, 250.5); Яркость: 194; Размер: 1; Тип: звезда
Координаты: (1.0, 250.5); Яркость: 1395; Размер: 6; Тип: звезда
Координаты: (124.5, 248.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (78.5, 248.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (65.0, 249.0); Яркость: 1856; Размер: 8; Тип: звезда
Координаты: (31.5, 249.0); Яркость: 495; Размер: 2; Тип: звезда
Координаты: (18.5, 248.5); Яркость: 3344; Размер: 15; Тип: звезда
Координаты: (160.0, 248.0); Яркость: 3435; Размер: 16; Тип: звезда
Координаты: (129.5, 246.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (24.0, 251.0); Яркость: 8218; Размер: 40; Тип: звезда
Координаты: (218.0, 245.0); Яркость: 891; Размер: 4; Тип: звезда
Координаты: (99.0, 244.5); Яркость: 419; Размер: 2; Тип: звезда
Координаты: (84.0, 245.5); Яркость: 1418; Размер: 6; Тип: звезда
Координаты: (71.5, 244.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (37.5, 244.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (209.5, 244.0); Яркость: 429; Размер: 2; Тип: звезда
Координаты: (91.0, 245.0); Яркость: 3449; Размер: 16; Тип: звезда
Координаты: (50.5, 243.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (15.0, 244.0); Яркость: 881; Размер: 4; Тип: звезда
Координаты: (249.5, 242.5); Яркость: 751; Размер: 3; Тип: звезда
Координаты: (223.5, 242.5); Яркость: 657; Размер: 3; Тип: звезда
Координаты: (22.0, 243.0); Яркость: 927; Размер: 4; Тип: звезда
Координаты: (10.5, 244.0); Яркость: 2777; Размер: 12; Тип: звезда
Координаты: (4.0, 243.0); Яркость: 1001; Размер: 4; Тип: звезда
