Координаты: (184.0, 300.0); Яркость: 918; Размер: 4; Тип: звезда
Координаты: (179.0, 300.0); Яркость: 934; Размер: 4; Тип: звезда
Координаты: (173.5, 300.0); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (143.5, 300.0); Яркость: 502; Размер: 2; Тип: звезда
Координаты: (129.0, 300.0); Яркость: 1013; Размер: 4; Тип: звезда
Координаты: (108.5, 300.0); Яркость: 453; Размер: 2; Тип: звезда
Координаты: (103.5, 300.0); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (60.5, 299.5); Яркость: 2090; Размер: 9; Тип: звезда
Координаты: (147.5, 298.0); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (113.5, 297.0); Яркость: 1424; Размер: 6; Тип: звезда
Координаты: (69.5, 297.0); Яркость: 391; Размер: 2; Тип: звезда
Координаты: (150.5, 296.0); Яркость: 465; Размер: 2; Тип: звезда
Координаты: (118.0, 298.0); Яркость: 4964; Размер: 24; Тип: звезда
Координаты: (135.5, 296.5); Яркость: 3400; Размер: 15; Тип: звезда
Координаты: (169.5, 297.0); Яркость: 8101; Размер: 40; Тип: звезда
Координаты: (130.0, 295.5); Яркость: 2550; Размер: 10; Тип: звезда
Координаты: (85.5, 293.5); Яркость: 759; Размер: 3; Тип: звезда
Координаты: (167.5, 294.0); Яркость: 2432; Размер: 12; Тип: звезда
Координаты: (156.5, 296.0); Яркость: 8206; Размер: 40; Тип: звезда
Координаты: (111.5, 291.5); Яркость: 241; Размер: 1; Тип: звезда
Координаты: (98.0, 292.5); Яркость: 1504; Размер: 6; Тип: звезда
Координаты: (0.5, 291.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (130.5, 291.0); Яркость: 1253; Размер: 6; Тип: звезда
Координаты: (123.5, 292.5); Яркость: 3202; Размер: 15; Тип: звезда
Координаты: (92.5, 290.5); Яркость: 216; Размер: 1; Тип: звезда
Координаты: (79.0, 291.0); Яркость: 992; Размер: 4; Тип: звезда
Координаты: (71.5, 291.0); Яркость: 1312; Размер: 6; Тип: звезда
Координаты: (117.5, 290.0); Яркость: 455; Размер: 2; Тип: звезда
Координаты: (108.5, 287.5); Яркость: 217; Размер: 1; Тип: звезда
Координаты: (155.0, 289.0); Яркость: 6571; Размер: 32; Тип: звезда
Координаты: (160.0, 285.5); Яркость: 1469; Размер: 6; Тип: звезда
Координаты: (80.5, 284.5); Яркость: 252; Размер: 1; Тип: звезда
Координаты: (35.0, 285.0); Яркость: 928; Размер: 4; Тип: звезда
Координаты: (166.0, 285.5); Яркость: 6044; Размер: 30; Тип: звезда
Координаты: (137.0, 285.5); Яркость: 4128; Размер: 20; Тип: звезда
Координаты: (109.5, 284.0); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (98.0, 284.0); Яркость: 965; Размер: 4; Тип: звезда
Координаты: (157.0, 282.0); Яркость: 1777; Размер: 8; Тип: звезда
Координаты: (132.0, 283.5); Яркость: 2144; Размер: 10; Тип: звезда
Координаты: (135.5, 280.5); Яркость: 245; Размер: 1; Тип: звезда
Координаты: (115.5, 282.0); Яркость: 2360; Размер: 12; Тип: звезда
Координаты: (90.5, 279.5); Яркость: 254; Размер: 1; Тип: звезда
Координаты: (76.0, 281.5); Яркость: 2324; Размер: 10; Тип: звезда
Координаты: (67.5, 279.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (184.0, 283.5); Яркость: 8830; Размер: 44; Тип: звезда
Координаты: (144.5, 278.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (140.0, 279.5); Яркость: 1429; Размер: 6; Тип: звезда
Координаты: (94.5, 279.0); Яркость: 499; Размер: 2; Тип: звезда
Координаты: (167.5, 278.0); Яркость: 446; Размер: 2; Тип: звезда
Координаты: (131.5, 277.5); Яркость: 664; Размер: 3; Тип: звезда
Координаты: (107.5, 278.0); Яркость: 2554; Размер: 12; Тип: звезда
Координаты: (188.5, 288.0); Яркость: 54802; Размер: 286; Тип: звезда
Координаты: (177.5, 286.5); Яркость: 69551; Размер: 345; Тип: звезда
Координаты: (150.0, 285.5); Яркость: 32192; Размер: 168; Тип: звезда
Координаты: (109.5, 274.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (64.5, 274.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (163.0, 278.0); Яркость: 8514; Размер: 40; Тип: звезда
Координаты: (153.5, 275.5); Яркость: 3266; Размер: 15; Тип: звезда
Координаты: (117.5, 275.5); Яркость: 6949; Размер: 35; Тип: звезда
Координаты: (157.5, 272.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (115.0, 272.5); Яркость: 500; Размер: 2; Тип: звезда
Координаты: (104.0, 273.0); Яркость: 977; Размер: 4; Тип: звезда
Координаты: (168.0, 272.0); Яркость: 979; Размер: 4; Тип: звезда
Координаты: (122.5, 272.5); Яркость: 1983; Размер: 9; Тип: звезда
Координаты: (79.0, 274.0); Яркость: 4581; Размер: 24; Тип: звезда
Координаты: (60.5, 271.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (172.5, 270.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (139.0, 271.0); Яркость: 850; Размер: 4; Тип: звезда
Координаты: (134.0, 271.5); Яркость: 1451; Размер: 6; Тип: звезда
Координаты: (169.5, 269.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (130.5, 269.5); Яркость: 255; Размер: 1; Тип: звезда
