Координаты: (88.5, 300.5); Яркость: 253; Размер: 1; Тип: звезда
Координаты: (36.0, 300.5); Яркость: 505; Размер: 2; Тип: звезда
Координаты: (36.5, 296.0); Яркость: 1453; Размер: 6; Тип: звезда
Координаты: (8.0, 296.5); Яркость: 1388; Размер: 6; Тип: звезда
Координаты: (119.0, 295.0); Яркость: 909; Размер: 4; Тип: звезда
Координаты: (6.5, 292.0); Яркость: 1471; Размер: 6; Тип: звезда
Координаты: (199.5, 290.5); Яркость: 229; Размер: 1; Тип: звезда
Координаты: (11.5, 289.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (148.5, 288.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (25.5, 288.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (34.5, 284.5); Яркость: 214; Размер: 1; Тип: звезда
Координаты: (28.0, 282.5); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (284.5, 280.5); Яркость: 239; Размер: 1; Тип: звезда
Координаты: (229.5, 280.5); Яркость: 222; Размер: 1; Тип: звезда
Координаты: (49.0, 281.0); Яркость: 976; Размер: 4; Тип: звезда
Координаты: (105.5, 278.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (85.5, 279.0); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (287.5, 275.5); Яркость: 251; Размер: 1; Тип: звезда
Координаты: (24.5, 275.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (289.0, 268.5); Яркость: 493; Размер: 2; Тип: звезда
Координаты: (162.0, 264.0); Яркость: 906; Размер: 4; Тип: звезда
Координаты: (5.5, 258.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (1.0, 238.0); Яркость: 907; Размер: 4; Тип: звезда
Координаты: (300.5, 211.5); Яркость: 245; Размер: 1; Тип: звезда
Координаты: (28.0, 211.5); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (297.5, 208.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (180.5, 206.5); Яркость: 233; Размер: 1; Тип: звезда
Координаты: (294.5, 205.5); Яркость: 243; Размер: 1; Тип: звезда
Координаты: (35.5, 204.5); Яркость: 217; Размер: 1; Тип: звезда
Координаты: (53.5, 185.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (22.5, 171.5); Яркость: 238; Размер: 1; Тип: звезда
Координаты: (41.5, 142.0); Яркость: 485; Размер: 2; Тип: звезда
Координаты: (20.5, 120.0); Яркость: 1480; Размер: 6; Тип: звезда
Координаты: (255.5, 83.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (225.5, 23.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (13.0, 3.5); Яркость: 440; Размер: 2; Тип: звезда
