Координаты: (292.5, 300.5); Яркость: 162; Размер: 1; Тип: звезда
Координаты: (220.5, 300.5); Яркость: 251; Размер: 1; Тип: звезда
Координаты: (262.0, 296.0); Яркость: 905; Размер: 4; Тип: звезда
Координаты: (284.5, 292.5); Яркость: 238; Размер: 1; Тип: звезда
Координаты: (257.5, 291.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (241.5, 290.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (271.5, 289.0); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (292.5, 280.0); Яркость: 1466; Размер: 6; Тип: звезда
Координаты: (242.5, 277.5); Яркость: 636; Размер: 3; Тип: звезда
Координаты: (289.5, 277.0); Яркость: 492; Размер: 2; Тип: звезда
Координаты: (218.0, 275.0); Яркость: 905; Размер: 4; Тип: звезда
Координаты: (293.5, 272.5); Яркость: 246; Размер: 1; Тип: звезда
Координаты: (212.5, 272.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (16.5, 272.5); Яркость: 237; Размер: 1; Тип: звезда
Координаты: (265.0, 269.5); Яркость: 492; Размер: 2; Тип: звезда
Координаты: (227.5, 263.5); Яркость: 236; Размер: 1; Тип: звезда
Координаты: (264.5, 259.5); Яркость: 238; Размер: 1; Тип: звезда
Координаты: (271.5, 257.5); Яркость: 243; Размер: 1; Тип: звезда
Координаты: (292.5, 256.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (285.5, 256.5); Яркость: 237; Размер: 1; Тип: звезда
Координаты: (209.5, 256.0); Яркость: 1416; Размер: 6; Тип: звезда
Координаты: (89.5, 254.0); Яркость: 456; Размер: 2; Тип: звезда
Координаты: (290.0, 248.5); Яркость: 1260; Размер: 6; Тип: звезда
Координаты: (44.0, 247.0); Яркость: 984; Размер: 4; Тип: звезда
Координаты: (216.0, 244.0); Яркость: 941; Размер: 4; Тип: звезда
Координаты: (183.5, 243.0); Яркость: 487; Размер: 2; Тип: звезда
Координаты: (32.0, 242.5); Яркость: 403; Размер: 2; Тип: звезда
Координаты: (26.0, 240.5); Яркость: 471; Размер: 2; Тип: звезда
Координаты: (33.5, 239.5); Яркость: 238; Размер: 1; Тип: звезда
Координаты: (18.0, 232.0); Яркость: 930; Размер: 4; Тип: звезда
Координаты: (14.0, 221.5); Яркость: 500; Размер: 2; Тип: звезда
Координаты: (10.5, 216.0); Яркость: 495; Размер: 2; Тип: звезда
Координаты: (138.0, 202.5); Яркость: 470; Размер: 2; Тип: звезда
Координаты: (215.5, 196.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (296.5, 193.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (300.5, 193.0); Яркость: 474; Размер: 2; Тип: звезда
Координаты: (291.5, 184.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (209.5, 180.0); Яркость: 485; Размер: 2; Тип: звезда
Координаты: (260.5, 158.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (110.5, 158.5); Яркость: 234; Размер: 1; Тип: звезда
Координаты: (264.5, 73.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (300.0, 67.5); Яркость: 503; Размер: 2; Тип: звезда
Координаты: (265.5, 62.5); Яркость: 226; Размер: 1; Тип: звезда
Координаты: (162.5, 46.0); Яркость: 488; Размер: 2; Тип: звезда
