Координаты: (220.0, 270.5); Яркость: 501; Размер: 2; Тип: звезда
Координаты: (378.5, 265.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (350.5, 262.5); Яркость: 765; Размер: 3; Тип: звезда
Координаты: (140.0, 255.5); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (58.0, 256.0); Яркость: 1020; Размер: 4; Тип: звезда
Координаты: (81.5, 242.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (252.5, 234.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (93.5, 231.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (180.5, 212.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (251.5, 212.0); Яркость: 1530; Размер: 6; Тип: звезда
Координаты: (249.0, 205.5); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (96.5, 191.0); Яркость: 5095; Размер: 20; Тип: звезда
Координаты: (14.0, 187.5); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (94.0, 182.5); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (68.0, 181.5); Яркость: 3049; Размер: 12; Тип: звезда
Координаты: (31.0, 157.0); Яркость: 1020; Размер: 4; Тип: звезда
Координаты: (232.5, 130.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (252.0, 125.5); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (207.5, 125.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (274.5, 122.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (69.5, 122.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (29.5, 121.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (202.0, 95.0); Яркость: 1020; Размер: 4; Тип: звезда
Координаты: (142.5, 95.0); Яркость: 1530; Размер: 6; Тип: звезда
Координаты: (150.5, 78.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (36.5, 73.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (224.5, 67.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (81.5, 60.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (197.5, 42.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (166.5, 31.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (53.0, 14.5); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (355.0, 10.5); Яркость: 510; Размер: 2; Тип: звезда
