Координаты: (29.5, 270.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (325.5, 256.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (203.5, 246.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (36.5, 239.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (8.5, 232.0); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (295.0, 226.5); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (157.5, 220.0); Яркость: 1530; Размер: 6; Тип: звезда
Координаты: (38.5, 218.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (171.0, 217.0); Яркость: 1020; Размер: 4; Тип: звезда
Координаты: (8.5, 213.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (15.5, 212.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (67.0, 196.0); Яркость: 3984; Размер: 16; Тип: звезда
Координаты: (68.5, 186.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (372.5, 183.0); Яркость: 1530; Размер: 6; Тип: звезда
Координаты: (53.5, 180.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (314.5, 173.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (142.0, 159.0); Яркость: 8642; Размер: 36; Тип: звезда
Координаты: (143.5, 131.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (19.5, 131.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (368.0, 126.5); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (184.5, 110.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (131.5, 105.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (176.5, 95.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (335.0, 85.5); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (354.5, 85.0); Яркость: 1530; Размер: 6; Тип: звезда
Координаты: (216.5, 84.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (53.5, 68.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (73.5, 65.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (208.5, 63.0); Яркость: 2495; Размер: 10; Тип: звезда
Координаты: (231.5, 55.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (10.5, 53.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (169.5, 48.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (363.5, 41.0); Яркость: 1530; Размер: 6; Тип: звезда
Координаты: (228.5, 37.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (346.5, 31.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (351.0, 28.0); Яркость: 1020; Размер: 4; Тип: звезда
Координаты: (71.5, 23.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (329.5, 20.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (310.5, 20.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (379.5, 16.0); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (344.0, 16.0); Яркость: 1020; Размер: 4; Тип: звезда
Координаты: (276.5, 12.0); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (321.5, 8.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (381.5, 6.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (365.5, 6.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (291.5, 3.5); Яркость: 250; Размер: 1; Тип: звезда
Координаты: (267.5, 0.5); Яркость: 255; Размер: 1; Тип: звезда
