Координаты: (264.5, 270.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (324.5, 268.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (280.5, 266.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (373.0, 257.0); Яркость: 1020; Размер: 4; Тип: звезда
Координаты: (313.0, 256.0); Яркость: 987; Размер: 4; Тип: звезда
Координаты: (151.5, 251.0); Яркость: 1530; Размер: 6; Тип: звезда
Координаты: (124.0, 247.5); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (299.0, 246.5); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (352.0, 241.5); Яркость: 504; Размер: 2; Тип: звезда
Координаты: (117.5, 235.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (381.5, 234.0); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (378.5, 225.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (251.5, 214.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (270.5, 204.0); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (333.5, 185.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (88.0, 135.0); Яркость: 1020; Размер: 4; Тип: звезда
Координаты: (365.5, 130.5); Яркость: 2295; Размер: 9; Тип: звезда
Координаты: (107.0, 130.0); Яркость: 1020; Размер: 4; Тип: звезда
Координаты: (371.5, 128.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (318.5, 127.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (97.0, 117.5); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (269.5, 105.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (284.5, 100.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (204.5, 81.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (324.0, 55.5); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (38.0, 32.0); Яркость: 1020; Размер: 4; Тип: звезда
Координаты: (38.5, 19.5); Яркость: 255; Размер: 1; Тип: звезда
