Координаты: (290.5, 264.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (108.0, 229.5); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (33.5, 219.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (244.0, 212.0); Яркость: 5658; Размер: 24; Тип: звезда
Координаты: (101.5, 209.5); Яркость: 765; Размер: 3; Тип: звезда
Координаты: (170.5, 204.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (162.5, 203.0); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (282.0, 194.0); Яркость: 6068; Размер: 24; Тип: звезда
Координаты: (99.5, 191.5); Яркость: 2295; Размер: 9; Тип: звезда
Координаты: (34.5, 187.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (306.0, 178.5); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (325.5, 155.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (113.0, 149.5); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (275.5, 141.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (236.5, 139.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (271.5, 131.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (209.5, 119.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (156.0, 113.0); Яркость: 1020; Размер: 4; Тип: звезда
Координаты: (55.0, 102.5); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (99.5, 99.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (130.5, 81.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (209.0, 75.5); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (147.5, 75.0); Яркость: 1530; Размер: 6; Тип: звезда
Координаты: (366.5, 72.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (40.5, 64.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (282.0, 64.0); Яркость: 1020; Размер: 4; Тип: звезда
Координаты: (139.0, 63.5); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (240.5, 49.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (120.5, 48.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (69.0, 38.0); Яркость: 2040; Размер: 8; Тип: звезда
Координаты: (41.5, 31.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (143.5, 22.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (316.0, 11.5); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (93.0, 11.5); Яркость: 510; Размер: 2; Тип: звезда
