Координаты: (251.5, 224.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (158.0, 224.5); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (346.0, 214.0); Яркость: 1020; Размер: 4; Тип: звезда
Координаты: (343.5, 177.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (5.5, 176.0); Яркость: 1482; Размер: 6; Тип: звезда
Координаты: (322.5, 174.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (252.0, 167.5); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (374.5, 167.0); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (23.0, 163.5); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (19.5, 154.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (377.0, 142.5); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (109.5, 139.5); Яркость: 2204; Размер: 9; Тип: звезда
Координаты: (359.0, 128.5); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (127.5, 127.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (358.0, 118.0); Яркость: 1020; Размер: 4; Тип: звезда
Координаты: (243.0, 111.5); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (299.5, 110.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (232.0, 111.0); Яркость: 1020; Размер: 4; Тип: звезда
Координаты: (78.0, 109.5); Яркость: 509; Размер: 2; Тип: звезда
Координаты: (333.0, 107.0); Яркость: 1020; Размер: 4; Тип: звезда
Координаты: (292.5, 104.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (256.5, 97.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (322.5, 95.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (86.5, 95.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (313.5, 93.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (177.5, 92.5); Яркость: 2295; Размер: 9; Тип: звезда
Координаты: (259.0, 86.0); Яркость: 1020; Размер: 4; Тип: звезда
Координаты: (318.5, 83.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (350.5, 80.0); Яркость: 1530; Размер: 6; Тип: звезда
Координаты: (195.5, 80.0); Яркость: 1530; Размер: 6; Тип: звезда
Координаты: (0.5, 80.0); Яркость: 372; Размер: 2; Тип: звезда
Координаты: (371.0, 79.0); Яркость: 1020; Размер: 4; Тип: звезда
Координаты: (309.5, 78.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (326.5, 78.0); Яркость: 1530; Размер: 6; Тип: звезда
Координаты: (191.5, 70.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (55.5, 70.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (332.5, 69.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (298.5, 66.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (340.5, 65.5); Яркость: 2295; Размер: 9; Тип: звезда
Координаты: (74.5, 63.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (43.5, 63.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (354.5, 56.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (334.5, 57.0); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (98.5, 52.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (358.0, 51.5); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (347.0, 50.0); Яркость: 2972; Размер: 16; Тип: звезда
Координаты: (57.5, 43.5); Яркость: 246; Размер: 1; Тип: звезда
Координаты: (51.0, 39.0); Яркость: 968; Размер: 4; Тип: звезда
Координаты: (47.0, 39.0); Яркость: 966; Размер: 4; Тип: звезда
Координаты: (34.5, 37.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (330.5, 33.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (131.5, 34.0); Яркость: 1498; Размер: 6; Тип: звезда
Координаты: (90.5, 34.0); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (52.5, 32.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (109.5, 31.5); Яркость: 3708; Размер: 15; Тип: звезда
Координаты: (49.5, 30.0); Яркость: 2757; Размер: 12; Тип: звезда
Координаты: (54.5, 28.0); Яркость: 2714; Размер: 12; Тип: звезда
Координаты: (377.0, 25.5); Яркость: 509; Размер: 2; Тип: звезда
Координаты: (83.0, 26.0); Яркость: 1019; Размер: 4; Тип: звезда
Координаты: (78.0, 23.0); Яркость: 3387; Размер: 16; Тип: звезда
Координаты: (254.5, 21.5); Яркость: 3825; Размер: 15; Тип: звезда
Координаты: (100.5, 20.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (44.5, 20.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (155.0, 18.5); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (341.0, 17.5); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (131.5, 17.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (171.0, 16.0); Яркость: 1020; Размер: 4; Тип: звезда
Координаты: (202.5, 12.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (195.5, 12.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (104.0, 11.5); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (21.5, 7.0); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (181.0, 6.0); Яркость: 988; Размер: 4; Тип: звезда
Координаты: (93.5, 2.5); Яркость: 228; Размер: 1; Тип: звезда
Координаты: (85.0, 3.0); Яркость: 1016; Размер: 4; Тип: звезда
Координаты: (293.0, 0.5); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (54.0, 0.5); Яркость: 510; Размер: 2; Тип: звезда
