Координаты: (100.0, 264.5); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (25.5, 248.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (198.0, 246.5); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (68.0, 247.0); Яркость: 1019; Размер: 4; Тип: звезда
Координаты: (350.0, 244.0); Яркость: 8140; Размер: 36; Тип: звезда
Координаты: (245.5, 239.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (310.5, 225.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (163.5, 225.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (3.5, 207.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (338.5, 204.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (299.5, 200.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (287.0, 192.0); Яркость: 1020; Размер: 4; Тип: звезда
Координаты: (9.5, 189.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (237.0, 163.0); Яркость: 1020; Размер: 4; Тип: звезда
Координаты: (118.5, 158.0); Яркость: 1530; Размер: 6; Тип: звезда
Координаты: (145.5, 152.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (41.5, 144.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (11.0, 137.0); Яркость: 4035; Размер: 16; Тип: звезда
Координаты: (156.0, 130.0); Яркость: 1006; Размер: 4; Тип: звезда
Координаты: (183.5, 117.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (254.5, 117.5); Яркость: 2295; Размер: 9; Тип: звезда
Координаты: (218.0, 111.5); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (3.5, 92.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (42.5, 90.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (59.0, 87.5); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (40.5, 78.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (48.0, 69.5); Яркость: 1529; Размер: 6; Тип: звезда
Координаты: (46.5, 66.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (16.5, 60.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (274.0, 60.0); Яркость: 993; Размер: 4; Тип: звезда
Координаты: (84.5, 56.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (66.0, 54.5); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (380.5, 47.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (107.0, 46.5); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (129.5, 40.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (68.5, 38.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (149.5, 35.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (303.5, 23.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (322.0, 13.0); Яркость: 1020; Размер: 4; Тип: звезда
Координаты: (169.5, 9.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (85.5, 8.0); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (115.5, 4.0); Яркость: 510; Размер: 2; Тип: звезда
