Координаты: (240.5, 267.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (323.0, 242.5); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (347.5, 232.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (161.5, 213.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (56.0, 201.5); Яркость: 3060; Размер: 12; Тип: звезда
Координаты: (294.0, 173.5); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (5.5, 130.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (26.0, 119.0); Яркость: 1020; Размер: 4; Тип: звезда
Координаты: (122.5, 98.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (312.0, 67.0); Яркость: 1020; Размер: 4; Тип: звезда
Координаты: (22.0, 65.5); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (331.0, 62.5); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (125.0, 39.5); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (150.5, 28.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (365.5, 25.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (129.5, 17.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (158.5, 0.5); Яркость: 255; Размер: 1; Тип: звезда
