Координаты: (233.5, 260.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (142.0, 255.5); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (126.0, 248.5); Яркость: 3060; Размер: 12; Тип: звезда
Координаты: (128.5, 241.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (257.5, 225.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (120.5, 224.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (130.5, 222.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (186.0, 220.5); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (178.0, 219.5); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (164.0, 218.5); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (293.5, 216.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (350.0, 208.5); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (53.5, 197.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (121.0, 187.5); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (176.5, 188.5); Яркость: 6265; Размер: 25; Тип: звезда
Координаты: (295.0, 183.5); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (348.5, 179.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (17.5, 179.0); Яркость: 1530; Размер: 6; Тип: звезда
Координаты: (319.5, 163.0); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (221.5, 162.0); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (323.0, 150.5); Яркость: 3060; Размер: 12; Тип: звезда
Координаты: (311.5, 137.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (242.5, 137.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (136.5, 137.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (327.5, 135.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (127.5, 137.5); Яркость: 8529; Размер: 35; Тип: звезда
Координаты: (32.5, 131.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (6.0, 128.5); Яркость: 7253; Размер: 30; Тип: звезда
Координаты: (224.0, 123.5); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (19.0, 118.5); Яркость: 2618; Размер: 12; Тип: звезда
Координаты: (323.0, 107.0); Яркость: 1020; Размер: 4; Тип: звезда
Координаты: (144.5, 107.0); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (18.5, 97.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (291.5, 96.0); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (188.5, 90.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (298.5, 62.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (330.5, 61.0); Яркость: 1530; Размер: 6; Тип: звезда
Координаты: (163.0, 56.5); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (247.5, 53.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (44.5, 51.5); Яркость: 765; Размер: 3; Тип: звезда
Координаты: (55.5, 50.0); Яркость: 1530; Размер: 6; Тип: звезда
Координаты: (200.5, 40.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (230.5, 40.0); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (218.5, 39.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (341.5, 28.0); Яркость: 1530; Размер: 6; Тип: звезда
Координаты: (235.5, 26.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (202.5, 23.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (354.0, 22.5); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (213.5, 22.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (14.5, 18.0); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (260.5, 12.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (11.5, 7.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (327.0, 4.0); Яркость: 1020; Размер: 4; Тип: звезда
