Координаты: (198.0, 252.0); Яркость: 6065; Размер: 24; Тип: звезда
Координаты: (161.5, 243.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (129.5, 228.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (48.0, 223.5); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (163.5, 217.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (172.5, 214.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (153.0, 208.0); Яркость: 1020; Размер: 4; Тип: звезда
Координаты: (248.5, 188.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (277.0, 185.5); Яркость: 7605; Размер: 30; Тип: звезда
Координаты: (331.5, 166.5); Яркость: 6286; Размер: 25; Тип: звезда
Координаты: (113.5, 148.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (38.5, 135.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (71.5, 120.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (44.5, 95.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (63.5, 91.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (130.0, 85.5); Яркость: 3060; Размер: 12; Тип: звезда
Координаты: (142.5, 64.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (272.5, 61.0); Яркость: 1530; Размер: 6; Тип: звезда
Координаты: (290.5, 58.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (18.5, 58.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (81.0, 54.0); Яркость: 1020; Размер: 4; Тип: звезда
Координаты: (139.5, 28.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (221.5, 23.0); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (14.5, 18.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (90.0, 4.0); Яркость: 6070; Размер: 24; Тип: звезда
