Координаты: (315.0, 263.5); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (178.5, 261.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (8.0, 261.0); Яркость: 958; Размер: 4; Тип: звезда
Координаты: (200.5, 257.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (3.5, 256.5); Яркость: 244; Размер: 1; Тип: звезда
Координаты: (92.5, 247.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (6.5, 233.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (266.5, 232.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (9.5, 232.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (114.5, 223.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (331.0, 216.5); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (55.0, 209.5); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (230.5, 198.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (170.0, 195.0); Яркость: 1020; Размер: 4; Тип: звезда
Координаты: (108.5, 193.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (224.5, 188.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (289.0, 176.5); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (207.5, 173.0); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (105.5, 173.5); Яркость: 3825; Размер: 15; Тип: звезда
Координаты: (94.5, 170.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (71.0, 171.5); Яркость: 1530; Размер: 6; Тип: звезда
Координаты: (273.5, 169.0); Яркость: 1530; Размер: 6; Тип: звезда
Координаты: (177.5, 161.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (66.0, 161.5); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (190.5, 154.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (179.0, 154.0); Яркость: 5974; Размер: 24; Тип: звезда
Координаты: (89.5, 151.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (56.5, 152.0); Яркость: 3953; Размер: 20; Тип: звезда
Координаты: (267.5, 142.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (166.0, 136.5); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (162.5, 135.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (214.0, 133.5); Яркость: 3047; Размер: 12; Тип: звезда
Координаты: (144.0, 126.0); Яркость: 1020; Размер: 4; Тип: звезда
Координаты: (121.0, 118.5); Яркость: 7184; Размер: 30; Тип: звезда
Координаты: (191.0, 113.0); Яркость: 1020; Размер: 4; Тип: звезда
Координаты: (184.5, 107.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (94.5, 107.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (88.0, 104.5); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (115.5, 100.5); Яркость: 765; Размер: 3; Тип: звезда
Координаты: (90.5, 97.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (89.0, 93.0); Яркость: 1020; Размер: 4; Тип: звезда
Координаты: (71.5, 87.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (341.5, 85.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (277.5, 84.5); Яркость: 2115; Размер: 9; Тип: звезда
Координаты: (271.0, 82.5); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (152.0, 81.5); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (315.0, 70.5); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (11.5, 61.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (62.5, 53.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (77.5, 52.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (326.5, 46.0); Яркость: 1530; Размер: 6; Тип: звезда
Координаты: (304.5, 33.0); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (43.5, 28.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (27.5, 17.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (333.5, 12.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (166.0, 12.5); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (342.5, 12.0); Яркость: 5065; Размер: 20; Тип: звезда
Координаты: (366.0, 1.5); Яркость: 1413; Размер: 6; Тип: звезда
Координаты: (356.0, 1.0); Яркость: 1020; Размер: 4; Тип: звезда
Координаты: (313.0, 0.5); Яркость: 510; Размер: 2; Тип: звезда
