Координаты: (207.0, 270.0); Яркость: 1020; Размер: 4; Тип: звезда
Координаты: (243.5, 262.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (298.0, 252.5); Яркость: 3060; Размер: 12; Тип: звезда
Координаты: (334.0, 232.5); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (183.5, 233.0); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (38.5, 222.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (266.5, 212.0); Яркость: 4985; Размер: 20; Тип: звезда
Координаты: (340.0, 190.0); Яркость: 1020; Размер: 4; Тип: звезда
Координаты: (66.0, 175.0); Яркость: 18943; Размер: 80; Тип: звезда
Координаты: (73.5, 155.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (30.5, 138.0); Яркость: 1530; Размер: 6; Тип: звезда
Координаты: (320.5, 126.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (129.5, 120.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (295.5, 114.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (55.0, 87.5); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (254.0, 58.0); Яркость: 1020; Размер: 4; Тип: звезда
Координаты: (229.0, 37.0); Яркость: 1020; Размер: 4; Тип: звезда
Координаты: (206.5, 25.0); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (133.5, 10.0); Яркость: 1530; Размер: 6; Тип: звезда
