Координаты: (458.5, 269.5); Яркость: 4356; Размер: 21; Тип: звезда
Координаты: (51.5, 263.5); Яркость: 24955; Размер: 135; Тип: звезда
Координаты: (450.5, 257.0); Яркость: 7081; Размер: 30; Тип: звезда
Координаты: (419.5, 235.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (6.5, 245.5); Яркость: 46491; Размер: 253; Тип: звезда
Координаты: (108.0, 229.5); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (52.0, 224.0); Яркость: 1020; Размер: 4; Тип: звезда
Координаты: (341.0, 214.5); Яркость: 15492; Размер: 72; Тип: звезда
Координаты: (272.5, 193.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (151.5, 201.5); Яркость: 121917; Размер: 627; Тип: звезда
Координаты: (15.0, 171.0); Яркость: 1020; Размер: 4; Тип: звезда
Координаты: (480.0, 136.0); Яркость: 993; Размер: 4; Тип: звезда
Координаты: (31.5, 111.5); Яркость: 2295; Размер: 9; Тип: звезда
Координаты: (317.0, 93.0); Яркость: 1020; Размер: 4; Тип: звезда
Координаты: (84.0, 82.0); Яркость: 154281; Размер: 840; Тип: звезда
Координаты: (421.0, 48.0); Яркость: 7809; Размер: 36; Тип: звезда
Координаты: (479.0, 46.0); Яркость: 6859; Размер: 32; Тип: звезда
Координаты: (90.5, 15.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (287.0, 15.0); Яркость: 1020; Размер: 4; Тип: звезда
Координаты: (0.5, 9.5); Яркость: 255; Размер: 1; Тип: звезда
