Координаты: (44.5, 266.0); Яркость: 494; Размер: 2; Тип: звезда
Координаты: (164.5, 261.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (372.0, 260.5); Яркость: 6533; Размер: 30; Тип: звезда
Координаты: (242.0, 260.0); Яркость: 50210; Размер: 308; Тип: звезда
Координаты: (167.0, 255.5); Яркость: 4972; Размер: 20; Тип: звезда
Координаты: (51.5, 244.5); Яркость: 2192; Размер: 9; Тип: звезда
Координаты: (378.5, 210.0); Яркость: 8925; Размер: 42; Тип: звезда
Координаты: (37.0, 209.0); Яркость: 3747; Размер: 16; Тип: звезда
Координаты: (403.5, 201.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (131.5, 181.5); Яркость: 2290; Размер: 9; Тип: звезда
Координаты: (44.5, 176.5); Яркость: 2295; Размер: 9; Тип: звезда
Координаты: (103.5, 170.5); Яркость: 45187; Размер: 255; Тип: звезда
Координаты: (183.0, 171.5); Яркость: 64723; Размер: 380; Тип: звезда
Координаты: (475.0, 173.5); Яркость: 54573; Размер: 300; Тип: звезда
Координаты: (456.0, 162.5); Яркость: 4889; Размер: 20; Тип: звезда
Координаты: (275.0, 166.0); Яркость: 39744; Размер: 224; Тип: звезда
Координаты: (465.0, 131.0); Яркость: 16443; Размер: 80; Тип: звезда
Координаты: (396.0, 125.0); Яркость: 1020; Размер: 4; Тип: звезда
Координаты: (377.0, 123.0); Яркость: 1020; Размер: 4; Тип: звезда
Координаты: (443.5, 120.5); Яркость: 5922; Размер: 25; Тип: звезда
Координаты: (470.5, 108.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (383.5, 107.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (22.0, 106.5); Яркость: 6862; Размер: 30; Тип: звезда
Координаты: (325.0, 104.5); Яркость: 3003; Размер: 12; Тип: звезда
Координаты: (342.0, 134.0); Яркость: 594933; Размер: 3712; Тип: звезда
Координаты: (154.0, 101.0); Яркость: 1020; Размер: 4; Тип: звезда
Координаты: (315.0, 90.0); Яркость: 7779; Размер: 36; Тип: звезда
Координаты: (33.0, 83.5); Яркость: 6540; Размер: 30; Тип: звезда
Координаты: (16.0, 81.0); Яркость: 888; Размер: 4; Тип: звезда
Координаты: (12.5, 73.5); Яркость: 2199; Размер: 9; Тип: звезда
Координаты: (357.5, 70.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (459.5, 67.0); Яркость: 6928; Размер: 30; Тип: звезда
Координаты: (134.0, 67.0); Яркость: 20882; Размер: 112; Тип: звезда
Координаты: (478.0, 55.0); Яркость: 1010; Размер: 4; Тип: звезда
Координаты: (464.0, 52.5); Яркость: 3048; Размер: 12; Тип: звезда
Координаты: (307.5, 32.5); Яркость: 2245; Размер: 9; Тип: звезда
Координаты: (80.0, 18.5); Яркость: 2948; Размер: 12; Тип: звезда
Координаты: (379.5, 11.0); Яркость: 1530; Размер: 6; Тип: звезда
Координаты: (428.0, 4.0); Яркость: 19922; Размер: 96; Тип: звезда
