Координаты: (352.5, 260.5); Яркость: 2250; Размер: 9; Тип: звезда
Координаты: (480.5, 247.5); Яркость: 721; Размер: 3; Тип: звезда
Координаты: (480.0, 241.5); Яркость: 1324; Размер: 6; Тип: звезда
Координаты: (268.0, 241.5); Яркость: 1528; Размер: 6; Тип: звезда
Координаты: (166.5, 229.5); Яркость: 2282; Размер: 9; Тип: звезда
Координаты: (60.5, 218.0); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (212.5, 208.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (459.5, 211.0); Яркость: 54338; Размер: 294; Тип: звезда
Координаты: (257.0, 175.0); Яркость: 3752; Размер: 16; Тип: звезда
Координаты: (293.5, 164.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (97.0, 163.5); Яркость: 1530; Размер: 6; Тип: звезда
Координаты: (384.0, 159.0); Яркость: 1020; Размер: 4; Тип: звезда
Координаты: (103.5, 131.5); Яркость: 2295; Размер: 9; Тип: звезда
Координаты: (209.5, 127.0); Яркость: 4674; Размер: 20; Тип: звезда
Координаты: (429.0, 149.0); Яркость: 567387; Размер: 4216; Тип: звезда
Координаты: (332.0, 138.0); Яркость: 416781; Размер: 3100; Тип: звезда
Координаты: (234.0, 92.5); Яркость: 8969; Размер: 42; Тип: звезда
Координаты: (352.0, 89.5); Яркость: 4561; Размер: 20; Тип: звезда
Координаты: (111.0, 75.5); Яркость: 133001; Размер: 870; Тип: звезда
Координаты: (43.0, 65.0); Яркость: 14481; Размер: 64; Тип: звезда
Координаты: (413.5, 47.5); Яркость: 5649; Размер: 25; Тип: звезда
Координаты: (328.0, 39.0); Яркость: 3958; Размер: 16; Тип: звезда
Координаты: (303.5, 37.5); Яркость: 2295; Размер: 9; Тип: звезда
Координаты: (228.5, 41.0); Яркость: 17364; Размер: 90; Тип: звезда
Координаты: (321.5, 34.5); Яркость: 2187; Размер: 9; Тип: звезда
Координаты: (369.0, 22.0); Яркость: 1020; Размер: 4; Тип: звезда
Координаты: (480.5, 10.0); Яркость: 510; Размер: 2; Тип: звезда
