Координаты: (338.5, 268.5); Яркость: 5735; Размер: 25; Тип: звезда
Координаты: (403.0, 265.0); Яркость: 26809; Размер: 144; Тип: звезда
Координаты: (91.5, 249.0); Яркость: 19392; Размер: 90; Тип: звезда
Координаты: (179.5, 240.5); Яркость: 20435; Размер: 117; Тип: звезда
Координаты: (444.0, 197.0); Яркость: 8059; Размер: 36; Тип: звезда
Координаты: (236.0, 198.0); Яркость: 20389; Размер: 100; Тип: звезда
Координаты: (382.5, 194.5); Яркость: 42767; Размер: 255; Тип: звезда
Координаты: (419.0, 164.5); Яркость: 31853; Размер: 180; Тип: звезда
Координаты: (436.0, 152.0); Яркость: 1020; Размер: 4; Тип: звезда
Координаты: (52.5, 117.0); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (446.5, 80.0); Яркость: 1530; Размер: 6; Тип: звезда
Координаты: (473.0, 74.5); Яркость: 1530; Размер: 6; Тип: звезда
Координаты: (364.5, 55.0); Яркость: 3033; Размер: 12; Тип: звезда
Координаты: (206.0, 67.5); Яркость: 227072; Размер: 1462; Тип: звезда
Координаты: (245.5, 39.0); Яркость: 510; Размер: 2; Тип: звезда
Координаты: (160.0, 9.0); Яркость: 23648; Размер: 120; Тип: звезда
