Координаты: (10.0, 233.0); Яркость: 1020; Размер: 4; Тип: звезда
Координаты: (41.0, 247.0); Яркость: 444612; Размер: 2784; Тип: звезда
Координаты: (451.0, 218.0); Яркость: 1020; Размер: 4; Тип: звезда
Координаты: (133.0, 214.0); Яркость: 15507; Размер: 80; Тип: звезда
Координаты: (57.0, 202.5); Яркость: 1504; Размер: 6; Тип: звезда
Координаты: (93.0, 187.0); Яркость: 3954; Размер: 16; Тип: звезда
Координаты: (348.0, 178.0); Яркость: 78063; Размер: 396; Тип: звезда
Координаты: (15.5, 171.0); Яркость: 4838; Размер: 20; Тип: звезда
Координаты: (79.5, 162.5); Яркость: 5824; Размер: 25; Тип: звезда
Координаты: (51.5, 132.5); Яркость: 5926; Размер: 25; Тип: звезда
Координаты: (378.0, 123.5); Яркость: 46668; Размер: 252; Тип: звезда
Координаты: (379.5, 111.0); Яркость: 475; Размер: 2; Тип: звезда
Координаты: (315.0, 104.5); Яркость: 75308; Размер: 462; Тип: звезда
Координаты: (379.0, 74.5); Яркость: 2880; Размер: 12; Тип: звезда
Координаты: (414.0, 69.0); Яркость: 1020; Размер: 4; Тип: звезда
Координаты: (424.0, 66.0); Яркость: 1020; Размер: 4; Тип: звезда
Координаты: (232.5, 80.5); Яркость: 123153; Размер: 651; Тип: звезда
Координаты: (342.0, 37.5); Яркость: 2854; Размер: 12; Тип: звезда
Координаты: (293.5, 38.0); Яркость: 54465; Размер: 294; Тип: звезда
Координаты: (349.0, 0.5); Яркость: 510; Размер: 2; Тип: звезда
