Координаты: (331.5, 265.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (77.5, 265.0); Яркость: 24620; Размер: 132; Тип: звезда
Координаты: (280.5, 260.5); Яркость: 33779; Размер: 195; Тип: звезда
Координаты: (63.5, 249.5); Яркость: 2295; Размер: 9; Тип: звезда
Координаты: (19.5, 204.0); Яркость: 3001; Размер: 12; Тип: звезда
Координаты: (138.0, 188.0); Яркость: 1020; Размер: 4; Тип: звезда
Координаты: (308.5, 184.5); Яркость: 255; Размер: 1; Тип: звезда
Координаты: (34.5, 165.0); Яркость: 53670; Размер: 286; Тип: звезда
Координаты: (349.5, 153.5); Яркость: 206669; Размер: 1131; Тип: звезда
Координаты: (436.0, 128.0); Яркость: 3931; Размер: 16; Тип: звезда
Координаты: (421.5, 123.0); Яркость: 4814; Размер: 20; Тип: звезда
Координаты: (176.5, 118.0); Яркость: 497; Размер: 2; Тип: звезда
Координаты: (46.0, 120.0); Яркость: 8190; Размер: 36; Тип: звезда
Координаты: (147.5, 49.0); Яркость: 18820; Размер: 90; Тип: звезда
Координаты: (4.5, 46.0); Яркость: 25749; Размер: 144; Тип: звезда
Координаты: (185.0, 35.5); Яркость: 204267; Размер: 1394; Тип: звезда
Координаты: (225.0, 25.0); Яркость: 358966; Размер: 2100; Тип: звезда
